Station,Latitude,Longitutde,ISO_DateTime_UTC,Depth,pH,Temperature,Salinity,Fluorescence,Oxygen_mg_L,Oxygen_mM_L,pH_corrected,Pressure
P15,47.6625,-122.858833,2017-06-27T02:58:28Z,37,7.765,10.3583,29.2512,0.7859,6.4239,200.749,7.732668792,37.315
P15,47.6625,-122.858833,2017-06-27T02:58:28Z,38,7.76,10.321,29.2492,0.7455,6.3643,198.887,7.727668792,38.324
P15,47.6625,-122.858833,2017-06-27T02:58:28Z,39,7.754,10.2923,29.2481,0.6893,6.3466,198.333,7.721668792,39.333
P15,47.6625,-122.858833,2017-06-27T02:58:28Z,40,7.75,10.2719,29.2493,0.6148,6.314,197.314,7.717668792,40.341
P15,47.6625,-122.858833,2017-06-27T02:58:28Z,41,7.744,10.24,29.2541,0.5655,6.2774,196.171,7.711668792,41.35
P15,47.6625,-122.858833,2017-06-27T02:58:28Z,42,7.738,10.2124,29.2599,0.5445,6.2521,195.38,7.705668792,42.358
P15,47.6625,-122.858833,2017-06-27T02:58:28Z,43,7.733,10.212,29.2668,0.5299,6.2181,194.319,7.700668792,43.367
P15,47.6625,-122.858833,2017-06-27T02:58:28Z,44,7.728,10.1994,29.276,0.5506,6.1766,193.02,7.695668792,44.376
P15,47.6625,-122.858833,2017-06-27T02:58:28Z,45,7.723,10.1636,29.2938,0.533,6.0836,190.114,7.690668792,45.384
P15,47.6625,-122.858833,2017-06-27T02:58:28Z,46,7.715,10.0758,29.3101,0.4443,6.0147,187.963,7.682668792,46.393
P15,47.6625,-122.858833,2017-06-27T02:58:28Z,47,7.703,9.9987,29.3138,0.3235,6.014,187.94,7.670668792,47.402
P15,47.6625,-122.858833,2017-06-27T02:58:28Z,48,7.697,9.9707,29.3123,0.3042,6.0136,187.928,7.664668792,48.41
P15,47.6625,-122.858833,2017-06-27T02:58:28Z,49,7.693,9.9537,29.3107,0.2877,6.0009,187.531,7.660668792,49.419
P15,47.6625,-122.858833,2017-06-27T02:58:28Z,50,7.69,9.9251,29.3081,0.2648,5.9828,186.964,7.657668792,50.428
P15,47.6625,-122.858833,2017-06-27T02:58:28Z,51,7.685,9.8738,29.3013,0.2262,5.9502,185.946,7.652668792,51.436
P15,47.6625,-122.858833,2017-06-27T02:58:28Z,52,7.682,9.8329,29.2944,0.1953,5.9442,185.759,7.649668792,52.445
P15,47.6625,-122.858833,2017-06-27T02:58:28Z,53,7.677,9.7667,29.2827,0.1938,5.9442,185.759,7.644668792,53.454
P15,47.6625,-122.858833,2017-06-27T02:58:28Z,54,7.672,9.7097,29.2752,0.1725,5.9228,185.09,7.639668792,54.462
P15,47.6625,-122.858833,2017-06-27T02:58:28Z,55,7.665,9.6421,29.2688,0.1168,5.9054,184.546,7.632668792,55.471
P15,47.6625,-122.858833,2017-06-27T02:58:28Z,56,7.659,9.6218,29.2675,0.0842,5.8903,184.075,7.626668792,56.48
P15,47.6625,-122.858833,2017-06-27T02:58:28Z,57,7.654,9.603,29.279,0.0757,5.8805,183.767,7.621668792,57.489
P15,47.6625,-122.858833,2017-06-27T02:58:28Z,58,7.65,9.6105,29.2873,0.076,5.8781,183.693,7.617668792,58.497
P15,47.6625,-122.858833,2017-06-27T02:58:28Z,59,7.649,9.6205,29.2946,0.0757,5.8648,183.277,7.616668792,59.506
P15,47.6625,-122.858833,2017-06-27T02:58:28Z,60,7.648,9.6279,29.3006,0.0744,5.8571,183.038,7.615668792,60.515
P15,47.6625,-122.858833,2017-06-27T02:58:28Z,61,7.648,9.634,29.3053,0.0765,5.8437,182.617,7.615668792,61.524
P15,47.6625,-122.858833,2017-06-27T02:58:28Z,62,7.648,9.6339,29.3045,0.0724,5.8542,182.946,7.615668792,62.532
P15,47.6625,-122.858833,2017-06-27T02:58:28Z,63,7.647,9.6469,29.3129,0.0733,5.8419,182.561,7.614668792,63.541
P15,47.6625,-122.858833,2017-06-27T02:58:28Z,64,7.647,9.6604,29.3174,0.0734,5.8263,182.076,7.614668792,64.55
P15,47.6625,-122.858833,2017-06-27T02:58:28Z,65,7.648,9.6934,29.3247,0.0771,5.8071,181.474,7.615668792,65.558
P15,47.6625,-122.858833,2017-06-27T02:58:28Z,66,7.648,9.7143,29.33,0.1097,5.8262,182.07,7.615668792,66.567
P15,47.6625,-122.858833,2017-06-27T02:58:28Z,67,7.649,9.7572,29.349,0.1201,5.79,180.94,7.616668792,67.576
P15,47.6625,-122.858833,2017-06-27T02:58:28Z,68,7.651,9.7855,29.362,0.1397,5.7958,181.121,7.618668792,68.585
P15,47.6625,-122.858833,2017-06-27T02:58:28Z,69,7.65,9.7792,29.3701,0.1382,5.7624,180.079,7.617668792,69.593
P15,47.6625,-122.858833,2017-06-27T02:58:28Z,70,7.649,9.7687,29.3727,0.1213,5.7554,179.86,7.616668792,70.602
P15,47.6625,-122.858833,2017-06-27T02:58:28Z,71,7.648,9.7587,29.3732,0.1116,5.7682,180.26,7.615668792,71.611
P15,47.6625,-122.858833,2017-06-27T02:58:28Z,72,7.647,9.7439,29.3746,0.1104,5.7673,180.23,7.614668792,72.62
P15,47.6625,-122.858833,2017-06-27T02:58:28Z,73,7.645,9.7458,29.3761,0.1118,5.7571,179.913,7.612668792,73.629
P15,47.6625,-122.858833,2017-06-27T02:58:28Z,74,7.645,9.745,29.3774,0.1124,5.7461,179.567,7.612668792,74.637
P15,47.6625,-122.858833,2017-06-27T02:58:28Z,75,7.643,9.7351,29.3776,0.0943,5.7667,180.212,7.610668792,75.646
P15,47.6625,-122.858833,2017-06-27T02:58:28Z,76,7.643,9.731,29.3779,0.1064,5.7606,180.022,7.610668792,76.655
P15,47.6625,-122.858833,2017-06-27T02:58:28Z,77,7.642,9.7305,29.3788,0.0852,5.7376,179.303,7.609668792,77.664
P15,47.6625,-122.858833,2017-06-27T02:58:28Z,78,7.642,9.7359,29.3833,0.0839,5.7179,178.686,7.609668792,78.673
P15,47.6625,-122.858833,2017-06-27T02:58:28Z,79,7.641,9.751,29.3928,0.1058,5.6829,177.592,7.608668792,79.681
P15,47.6625,-122.858833,2017-06-27T02:58:28Z,80,7.64,9.7771,29.4188,0.1124,5.6517,176.62,7.607668792,80.69
P15,47.6625,-122.858833,2017-06-27T02:58:28Z,81,7.638,9.7828,29.4336,0.1256,5.6177,175.557,7.605668792,81.699
P15,47.6625,-122.858833,2017-06-27T02:58:28Z,82,7.636,9.7588,29.4467,0.0941,5.615,175.472,7.603668792,82.708
P15,47.6625,-122.858833,2017-06-27T02:58:28Z,83,7.632,9.7375,29.4569,0.1047,5.5918,174.747,7.599668792,83.717
P15,47.6625,-122.858833,2017-06-27T02:58:28Z,84,7.629,9.7314,29.4616,0.0718,5.5837,174.493,7.596668792,84.726
P15,47.6625,-122.858833,2017-06-27T02:58:28Z,85,7.628,9.7321,29.4646,0.0874,5.5624,173.827,7.595668792,85.735
P15,47.6625,-122.858833,2017-06-27T02:58:28Z,86,7.625,9.7267,29.4721,0.1085,5.5357,172.993,7.592668792,86.743
P15,47.6625,-122.858833,2017-06-27T02:58:28Z,87,7.623,9.7196,29.4824,0.0768,5.5039,171.999,7.590668792,87.752
P15,47.6625,-122.858833,2017-06-27T02:58:28Z,88,7.619,9.7205,29.4891,0.0831,5.4532,170.414,7.586668792,88.761
P15,47.6625,-122.858833,2017-06-27T02:58:28Z,89,7.615,9.7287,29.4997,0.0817,5.3978,168.682,7.582668792,89.77
P15,47.6625,-122.858833,2017-06-27T02:58:28Z,90,7.614,9.7277,29.5107,0.1052,5.3883,168.387,7.581668792,90.779
P15,47.6625,-122.858833,2017-06-27T02:58:28Z,91,7.61,9.7229,29.514,0.1097,5.363,167.597,7.577668792,91.788
P15,47.6625,-122.858833,2017-06-27T02:58:28Z,92,7.606,9.7187,29.5145,0.112,5.3161,166.13,7.573668792,92.797
P15,47.6625,-122.858833,2017-06-27T02:58:28Z,93,7.603,9.7137,29.5153,0.1106,5.307,165.848,7.570668792,93.806
P15,47.6625,-122.858833,2017-06-27T02:58:28Z,94,7.6,9.7098,29.5159,0.1107,5.3225,166.331,7.567668792,94.814
P15,47.6625,-122.858833,2017-06-27T02:58:28Z,95,7.598,9.7071,29.5169,0.1115,5.3135,166.049,7.565668792,95.823
P15,47.6625,-122.858833,2017-06-27T02:58:28Z,96,7.596,9.7032,29.519,0.1121,5.2931,165.412,7.563668792,96.832
P15,47.6625,-122.858833,2017-06-27T02:58:28Z,97,7.593,9.7011,29.5203,0.1191,5.2769,164.905,7.560668792,97.841
P15,47.6625,-122.858833,2017-06-27T02:58:28Z,98,7.592,9.7008,29.5204,0.1132,5.2829,165.093,7.559668792,98.85
P15,47.6625,-122.858833,2017-06-27T02:58:28Z,99,7.591,9.6986,29.522,0.1113,5.2852,165.164,7.558668792,99.859
P15,47.6625,-122.858833,2017-06-27T02:58:28Z,100,7.59,9.6978,29.5226,0.1121,5.2815,165.048,7.557668792,100.868
P15,47.6625,-122.858833,2017-06-27T02:58:28Z,101,7.59,9.6943,29.5251,0.1112,5.2747,164.837,7.557668792,101.877
P15,47.6625,-122.858833,2017-06-27T02:58:28Z,102,7.59,9.6948,29.5246,0.1219,5.2698,164.683,7.557668792,102.886
P15,47.6625,-122.858833,2017-06-27T02:58:28Z,103,7.59,9.6989,29.5219,0.1103,5.2784,164.952,7.557668792,103.895
P15,47.6625,-122.858833,2017-06-27T02:58:28Z,104,7.589,9.7011,29.5205,0.1242,5.2625,164.455,7.556668792,104.903
P15,47.6625,-122.858833,2017-06-27T02:58:28Z,105,7.588,9.6983,29.5219,0.1229,5.2111,162.848,7.555668792,105.913
P15,47.6625,-122.858833,2017-06-27T02:58:28Z,106,7.586,9.6843,29.5302,0.1341,5.1822,161.947,7.553668792,106.921
P15,47.6625,-122.858833,2017-06-27T02:58:28Z,107,7.58,9.6762,29.5376,0.1361,5.1391,160.599,7.547668792,107.93
P15,47.6625,-122.858833,2017-06-27T02:58:28Z,108,7.576,9.6713,29.5434,0.1369,5.1061,159.569,7.543668792,108.939
P15,47.6625,-122.858833,2017-06-27T02:58:28Z,109,7.571,9.6632,29.5552,0.1394,5.0583,158.074,7.538668792,109.948
P15,47.6625,-122.858833,2017-06-27T02:58:28Z,110,7.561,9.6501,29.5716,0.1386,4.9884,155.888,7.528668792,110.957
P15,47.6625,-122.858833,2017-06-27T02:58:28Z,111,7.556,9.6396,29.5794,0.1374,4.9221,153.816,7.523668792,111.966
P15,47.6625,-122.858833,2017-06-27T02:58:28Z,112,7.55,9.5949,29.6109,0.1319,4.716,147.378,7.517668792,112.975
P15,47.6625,-122.858833,2017-06-27T02:58:28Z,113,7.534,9.5391,29.6533,0.1123,4.6012,143.789,7.501668792,113.984
P15,47.6625,-122.858833,2017-06-27T02:58:28Z,114,7.519,9.5239,29.665,0.1116,4.5644,142.64,7.486668792,114.993
P15,47.6625,-122.858833,2017-06-27T02:58:28Z,115,7.511,9.5202,29.6678,0.1092,4.5389,141.842,7.478668792,116.002
P15,47.6625,-122.858833,2017-06-27T02:58:28Z,116,7.505,9.5079,29.6807,0.1009,4.4821,140.067,7.472668792,117.011
P15,47.6625,-122.858833,2017-06-27T02:58:28Z,117,7.499,9.4996,29.6886,0.0761,4.4531,139.161,7.466668792,118.02
P15,47.6625,-122.858833,2017-06-27T02:58:28Z,118,7.494,9.4927,29.6933,0.0936,4.4319,138.497,7.461668792,119.029
P15,47.6625,-122.858833,2017-06-27T02:58:28Z,119,7.491,9.4872,29.6953,0.0975,4.4109,137.843,7.458668792,120.038
P15,47.6625,-122.858833,2017-06-27T02:58:28Z,120,7.485,9.4905,29.6928,0.084,4.425,138.283,7.452668792,121.047
P15,47.6625,-122.858833,2017-06-27T02:58:28Z,121,7.487,9.4924,29.6849,0.0848,4.4578,139.309,7.454668792,122.056
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,1,8.185,18.1909,22.6087,0.3938,9.3249,291.406,8.163137511,1.008
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,2,8.187,18.0097,22.6353,0.4801,10.159,317.474,8.165137511,2.017
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,3,8.192,16.8146,23.5751,0.505,11.3476,354.618,8.170137511,3.025
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,4,8.203,14.8532,25.1001,1.0127,12.1742,380.449,8.181137511,4.034
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,5,8.224,14.2791,25.6587,1.8654,12.6835,396.364,8.202137511,5.042
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,6,8.245,13.9047,26.0192,3.2611,13.6219,425.69,8.223137511,6.05
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,7,8.278,12.8401,27.0763,7.593,15.1597,473.748,8.256137511,7.059
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,8,8.342,11.9617,27.7422,15.1674,14.297,446.787,8.320137511,8.067
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,9,8.301,11.3412,28.0213,27.9856,11.3793,355.609,8.279137511,9.076
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,10,8.123,11.0936,28.1669,28.4528,10.2727,321.028,8.101137511,10.084
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,11,8.034,10.9479,28.2534,21.6428,9.2917,290.37,8.012137511,11.093
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,12,7.964,10.8242,28.3271,14.3538,8.2135,256.674,7.942137511,12.101
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,13,7.874,10.4362,28.4389,6.5863,7.0875,221.486,7.852137511,13.11
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,14,7.771,10.176,28.5395,3.8613,6.9696,217.804,7.749137511,14.118
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,15,7.739,10.1739,28.5564,3.1044,7.0177,219.307,7.717137511,15.127
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,16,7.734,10.1636,28.5662,2.9424,6.9422,216.945,7.712137511,16.135
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,17,7.727,10.1245,28.5732,2.8206,6.838,213.69,7.705137511,17.144
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,18,7.716,10.0568,28.6013,2.4895,6.226,194.564,7.694137511,18.152
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,19,7.669,9.7781,28.6579,1.7684,5.7133,178.543,7.647137511,19.161
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,20,7.612,9.6646,28.6978,1.3628,5.4309,169.718,7.590137511,20.169
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,21,7.576,9.5644,28.7466,1.0763,5.1337,160.431,7.554137511,21.178
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,22,7.542,9.5305,28.7849,0.8316,4.9798,155.622,7.520137511,22.186
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,23,7.519,9.4848,28.8075,0.6363,4.8315,150.987,7.497137511,23.195
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,24,7.499,9.4089,28.8597,0.419,4.7409,148.154,7.477137511,24.203
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,25,7.483,9.3811,28.8784,0.2863,4.7048,147.026,7.461137511,25.212
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,26,7.473,9.3673,28.884,0.2845,4.7004,146.888,7.451137511,26.22
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,27,7.468,9.3434,28.8955,0.3058,4.6665,145.829,7.446137511,27.229
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,28,7.461,9.3541,28.9091,0.2641,4.5734,142.92,7.439137511,28.237
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,29,7.451,9.3643,28.9227,0.3093,4.5432,141.976,7.429137511,29.246
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,30,7.445,9.3558,28.9357,0.2425,4.5352,141.727,7.423137511,30.254
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,31,7.441,9.3394,28.9434,0.24,4.5704,142.826,7.419137511,31.263
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,32,7.44,9.3054,28.9495,0.1849,4.6381,144.943,7.418137511,32.272
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,33,7.441,9.2223,28.9815,0.1514,4.8227,150.711,7.419137511,33.28
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,34,7.45,9.154,28.9949,0.1382,4.9345,154.204,7.428137511,34.289
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,35,7.457,9.1026,29.0212,0.1073,5.0293,157.167,7.435137511,35.297
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,36,7.462,9.081,29.0375,0.0976,5.0817,158.806,7.440137511,36.306
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,37,7.466,9.0721,29.0557,0.1156,5.0779,158.686,7.444137511,37.315
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,38,7.466,9.079,29.0728,0.1318,5.0993,159.356,7.444137511,38.323
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,39,7.465,9.0536,29.0982,0.0893,5.1751,161.725,7.443137511,39.332
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,40,7.468,9.0314,29.1093,0.0659,5.2288,163.403,7.446137511,40.34
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,41,7.472,9.0229,29.1185,0.0667,5.1547,161.086,7.450137511,41.349
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,42,7.47,9.0409,29.1331,0.0755,5.1844,162.015,7.448137511,42.357
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,43,7.469,9.0176,29.1315,0.0762,5.3514,167.235,7.447137511,43.366
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,44,7.476,8.9735,29.1354,0.0603,5.4407,170.025,7.454137511,44.375
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,45,7.483,8.9688,29.1398,0.0547,5.4433,170.105,7.461137511,45.383
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,46,7.485,8.9718,29.1445,0.04,5.371,167.847,7.463137511,46.392
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,47,7.483,8.9955,29.1566,0.0374,5.2732,164.789,7.461137511,47.401
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,48,7.477,9.0104,29.1664,0.0563,5.3174,166.17,7.455137511,48.409
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,49,7.477,8.9855,29.168,0.0673,5.4406,170.023,7.455137511,49.418
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,50,7.484,8.9624,29.1716,0.0659,5.4663,170.823,7.462137511,50.427
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,51,7.486,8.9704,29.185,0.0361,5.2999,165.624,7.464137511,51.435
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,52,7.479,9.0195,29.2061,0.0359,5.0775,158.673,7.457137511,52.444
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,53,7.464,9.0611,29.2239,0.0388,5.0195,156.861,7.442137511,53.453
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,54,7.456,9.0785,29.2338,0.0528,4.8534,151.671,7.434137511,54.461
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,55,7.445,9.1135,29.2432,0.0496,4.7793,149.355,7.423137511,55.47
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,56,7.437,9.1168,29.2475,0.036,4.9892,155.916,7.415137511,56.479
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,57,7.446,9.0203,29.2393,0.0374,5.2128,162.903,7.424137511,57.487
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,58,7.46,9.0124,29.2477,0.0348,5.2642,164.51,7.438137511,58.496
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,59,7.462,9.012,29.25,0.0369,5.2259,163.311,7.440137511,59.505
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,60,7.462,9.0272,29.2598,0.0363,5.184,162.001,7.440137511,60.513
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,61,7.462,9.0189,29.2611,0.0381,5.2145,162.955,7.440137511,61.522
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,62,7.462,9.034,29.2656,0.0361,5.1973,162.417,7.440137511,62.531
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,63,7.46,9.0276,29.2664,0.0375,5.1651,161.412,7.438137511,63.54
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,64,7.459,9.0506,29.2814,0.0505,5.0912,159.103,7.437137511,64.548
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,65,7.454,9.0657,29.2905,0.038,5.0652,158.291,7.432137511,65.557
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,66,7.451,9.0659,29.291,0.0217,5.059,158.096,7.429137511,66.566
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,67,7.452,9.0625,29.2909,0.0247,5.0779,158.686,7.430137511,67.574
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,68,7.452,9.0605,29.2907,0.0346,5.1436,160.74,7.430137511,68.583
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,69,7.455,9.0377,29.2898,0.0252,5.1902,162.197,7.433137511,69.592
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,70,7.458,9.0403,29.2957,0.0227,5.1843,162.012,7.436137511,70.601
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,71,7.457,9.0479,29.3025,0.0262,5.1252,160.165,7.435137511,71.609
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,72,7.455,9.0688,29.3144,0.0317,5.1387,160.588,7.433137511,72.618
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,73,7.454,9.048,29.3138,0.0361,5.216,163.003,7.432137511,73.627
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,74,7.458,9.0437,29.3191,0.0375,5.2194,163.11,7.436137511,74.636
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,75,7.459,9.0432,29.3203,0.0387,5.2172,163.039,7.437137511,75.645
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,76,7.46,9.0457,29.3338,0.0382,5.1905,162.206,7.438137511,76.653
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,77,7.459,9.054,29.346,0.0237,5.1515,160.986,7.437137511,77.662
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,78,7.457,9.0703,29.3633,0.0383,5.1186,159.958,7.435137511,78.671
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,79,7.454,9.0798,29.3729,0.0375,5.0969,159.282,7.432137511,79.68
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,80,7.453,9.0823,29.3759,0.0355,5.081,158.785,7.431137511,80.689
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,81,7.452,9.0843,29.38,0.0362,5.0682,158.384,7.430137511,81.697
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,82,7.45,9.1028,29.3921,0.0332,4.982,155.69,7.428137511,82.706
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,83,7.445,9.1353,29.4053,0.0228,4.8521,151.629,7.423137511,83.715
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,84,7.438,9.1682,29.4166,0.0303,4.7798,149.372,7.416137511,84.724
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,85,7.432,9.2014,29.4367,0.046,4.6938,146.682,7.410137511,85.733
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,86,7.426,9.2206,29.449,0.0387,4.6455,145.176,7.404137511,86.741
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,87,7.422,9.246,29.4664,0.0348,4.5655,142.673,7.400137511,87.75
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,88,7.417,9.2705,29.4782,0.0361,4.5073,140.854,7.395137511,88.759
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,89,7.413,9.2813,29.4819,0.0226,4.4541,139.193,7.391137511,89.768
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,90,7.408,9.298,29.491,0.037,4.3864,137.076,7.386137511,90.777
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,91,7.403,9.3185,29.5041,0.0367,4.3075,134.611,7.381137511,91.786
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,92,7.398,9.3396,29.5143,0.0376,4.2548,132.963,7.376137511,92.795
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,93,7.394,9.3473,29.5178,0.0365,4.2423,132.574,7.372137511,93.803
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,94,7.391,9.356,29.5235,0.0243,4.1982,131.195,7.369137511,94.812
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,95,7.388,9.3871,29.5511,0.0238,4.0801,127.505,7.366137511,95.821
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,96,7.383,9.4364,29.5807,0.0375,3.9911,124.723,7.361137511,96.83
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,97,7.378,9.4636,29.5953,0.027,3.9167,122.399,7.356137511,97.839
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,98,7.373,9.4777,29.6022,0.0337,3.8408,120.027,7.351137511,98.848
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,99,7.367,9.5055,29.6178,0.0394,3.7904,118.451,7.345137511,99.857
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,100,7.363,9.5247,29.6292,0.0375,3.7323,116.635,7.341137511,100.866
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,101,7.358,9.5524,29.6471,0.0366,3.6872,115.226,7.336137511,101.874
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,102,7.356,9.5635,29.6573,0.0363,3.6623,114.448,7.334137511,102.883
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,103,7.354,9.5818,29.6718,0.0388,3.6084,112.764,7.332137511,103.892
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,104,7.352,9.6064,29.6899,0.0214,3.5688,111.527,7.330137511,104.901
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,105,7.35,9.6302,29.7056,0.0353,3.4785,108.706,7.328137511,105.91
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,106,7.344,9.6665,29.7273,0.0375,3.4,106.252,7.322137511,106.919
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,107,7.342,9.6806,29.7351,0.0356,3.3888,105.901,7.320137511,107.928
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,108,7.339,9.6863,29.7379,0.0374,3.3706,105.333,7.317137511,108.937
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,109,7.337,9.695,29.7428,0.0302,3.3205,103.766,7.315137511,109.946
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,110,7.332,9.7104,29.7518,0.0262,3.2155,100.486,7.310137511,110.955
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,111,7.33,9.7331,29.7622,0.0396,2.97,92.813,7.308137511,111.964
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,112,7.317,9.7708,29.778,0.0401,2.8276,88.363,7.295137511,112.973
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,113,7.308,9.8087,29.8054,0.0394,2.7492,85.915,7.286137511,113.982
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,114,7.302,9.8233,29.8143,0.0517,2.7333,85.417,7.280137511,114.991
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,115,7.3,9.8266,29.8178,0.0365,2.666,83.315,7.278137511,116
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,116,7.296,9.8702,29.8508,0.049,2.5865,80.829,7.274137511,117.009
P12,47.426167,-123.108667,2017-06-25T00:54:16Z,117,7.29,9.8938,29.8689,0.0383,2.5503,79.698,7.268137511,118.018
