SHALLOWCTDID,CTDDATAKEY,CTDCASTID,ASSOC_OCC_SITEID,ASSOC_REA_SITE,CRUISE,REGIONCODE,REGION,LOCATIONCODE,LOCATION,LATITUDE,LONGITUDE,UTCDATETIME,CASTYEAR,WATERSAMPLE,OFFSHORE_YN,SURVEY_DESIGN,PRESSURE_DB,DEPTH_M,TEMP_DEGC,COND_S_PER_M,SALN_PSU,DENSITY_SIGMAT
HA1606_MHI_OAH_SN4818_005,290232,3931,OCC-OAH-012,OAH-25,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.53411868,-158.23439855,2016-08-19 23:20:00,2016,TRUE,NO,Permanent,1.005,1.021,27.653,5.553839,34.7835,22.3389
HA1606_MHI_OAH_SN4818_005,290233,3931,OCC-OAH-012,OAH-25,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.53411868,-158.23439855,2016-08-19 23:20:00,2016,TRUE,NO,Permanent,2.011,1.942,27.5518,5.564845,34.9233,22.4823
HA1606_MHI_OAH_SN4818_005,290234,3931,OCC-OAH-012,OAH-25,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.53411868,-158.23439855,2016-08-19 23:20:00,2016,TRUE,NO,Permanent,3.017,2.982,27.5348,5.561801,34.9106,22.4763
HA1606_MHI_OAH_SN4818_005,290235,3931,OCC-OAH-012,OAH-25,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.53411868,-158.23439855,2016-08-19 23:20:00,2016,TRUE,NO,Permanent,4.022,4.005,27.5083,5.558902,34.912,22.4869
HA1606_MHI_OAH_SN4818_005,290236,3931,OCC-OAH-012,OAH-25,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.53411868,-158.23439855,2016-08-19 23:20:00,2016,TRUE,NO,Permanent,5.028,4.991,27.5031,5.558437,34.9155,22.4926
HA1606_MHI_OAH_SN4818_005,290237,3931,OCC-OAH-012,OAH-25,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.53411868,-158.23439855,2016-08-19 23:20:00,2016,TRUE,NO,Permanent,6.033,5.994,27.4987,5.557924,34.9134,22.4918
HA1606_MHI_OAH_SN4818_005,290238,3931,OCC-OAH-012,OAH-25,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.53411868,-158.23439855,2016-08-19 23:20:00,2016,TRUE,NO,Permanent,7.039,7.008,27.4913,5.557165,34.9136,22.4945
HA1606_MHI_OAH_SN4818_005,290239,3931,OCC-OAH-012,OAH-25,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.53411868,-158.23439855,2016-08-19 23:20:00,2016,TRUE,NO,Permanent,8.045,8,27.4881,5.556842,34.9138,22.4959
HA1606_MHI_OAH_SN4818_005,290240,3931,OCC-OAH-012,OAH-25,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.53411868,-158.23439855,2016-08-19 23:20:00,2016,TRUE,NO,Permanent,9.05,8.987,27.4847,5.556501,34.9136,22.4968
HA1606_MHI_OAH_SN4818_005,290241,3931,OCC-OAH-012,OAH-25,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.53411868,-158.23439855,2016-08-19 23:20:00,2016,TRUE,NO,Permanent,10.056,9.996,27.4805,5.556005,34.9128,22.4975
HA1606_MHI_OAH_SN4818_005,290242,3931,OCC-OAH-012,OAH-25,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.53411868,-158.23439855,2016-08-19 23:20:00,2016,TRUE,NO,Permanent,11.062,11.003,27.4777,5.55578,34.913,22.4986
HA1606_MHI_OAH_SN4818_005,290243,3931,OCC-OAH-012,OAH-25,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.53411868,-158.23439855,2016-08-19 23:20:00,2016,TRUE,NO,Permanent,12.067,12.016,27.4667,5.554791,34.9126,22.5012
HA1606_MHI_OAH_SN4818_005,290244,3931,OCC-OAH-012,OAH-25,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.53411868,-158.23439855,2016-08-19 23:20:00,2016,TRUE,NO,Permanent,13.073,12.97,27.4619,5.554476,34.9157,22.5059
HA1606_MHI_OAH_SN4818_005,290245,3931,OCC-OAH-012,OAH-25,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.53411868,-158.23439855,2016-08-19 23:20:00,2016,TRUE,NO,Permanent,14.078,13.996,27.4632,5.554698,34.9163,22.5062
HA1606_MHI_OAH_SN4818_005,290246,3931,OCC-OAH-012,OAH-25,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.53411868,-158.23439855,2016-08-19 23:20:00,2016,TRUE,NO,Permanent,15.084,15.004,27.4635,5.554844,34.9162,22.5058
HA1606_MHI_OAH_SN4818_005,290247,3931,OCC-OAH-012,OAH-25,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.53411868,-158.23439855,2016-08-19 23:20:00,2016,TRUE,NO,Permanent,16.09,16.041,27.4614,5.554612,34.9159,22.5063
HA1606_MHI_OAH_SN4818_005,290248,3931,OCC-OAH-012,OAH-25,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.53411868,-158.23439855,2016-08-19 23:20:00,2016,TRUE,NO,Permanent,17.095,17.204,27.4632,5.555092,34.9182,22.5078
HA1606_MHI_OAH_SN4818_006,290249,3932,,OAH-4090,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.52896641,-158.24367807,2016-08-20 00:12:00,2016,TRUE,NO,Random,1.006,1.001,27.5732,5.559854,34.8847,22.4488
HA1606_MHI_OAH_SN4818_006,290250,3932,,OAH-4090,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.52896641,-158.24367807,2016-08-20 00:12:00,2016,TRUE,NO,Random,2.011,1.95,27.5893,5.568,34.9168,22.4645
HA1606_MHI_OAH_SN4818_006,290251,3932,,OAH-4090,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.52896641,-158.24367807,2016-08-20 00:12:00,2016,TRUE,NO,Random,3.017,2.97,27.5635,5.564943,34.912,22.4682
HA1606_MHI_OAH_SN4818_006,290252,3932,,OAH-4090,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.52896641,-158.24367807,2016-08-20 00:12:00,2016,TRUE,NO,Random,4.022,3.987,27.547,5.563262,34.9143,22.4763
HA1606_MHI_OAH_SN4818_006,290253,3932,,OAH-4090,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.52896641,-158.24367807,2016-08-20 00:12:00,2016,TRUE,NO,Random,5.028,4.996,27.5146,5.559516,34.9058,22.4778
HA1606_MHI_OAH_SN4818_006,290254,3932,,OAH-4090,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.52896641,-158.24367807,2016-08-20 00:12:00,2016,TRUE,NO,Random,6.033,6.025,27.4848,5.556148,34.9085,22.4915
HA1606_MHI_OAH_SN4818_006,290255,3932,,OAH-4090,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.52896641,-158.24367807,2016-08-20 00:12:00,2016,TRUE,NO,Random,7.039,6.989,27.4759,5.555155,34.9109,22.4975
HA1606_MHI_OAH_SN4818_006,290256,3932,,OAH-4090,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.52896641,-158.24367807,2016-08-20 00:12:00,2016,TRUE,NO,Random,8.045,7.996,27.4718,5.554749,34.9105,22.4984
HA1606_MHI_OAH_SN4818_006,290257,3932,,OAH-4090,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.52896641,-158.24367807,2016-08-20 00:12:00,2016,TRUE,NO,Random,9.05,8.993,27.461,5.553263,34.9068,22.4986
HA1606_MHI_OAH_SN4818_006,290258,3932,,OAH-4090,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.52896641,-158.24367807,2016-08-20 00:12:00,2016,TRUE,NO,Random,10.056,9.964,27.4554,5.552619,34.9078,22.5019
HA1606_MHI_OAH_SN4818_006,290259,3932,,OAH-4090,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.52896641,-158.24367807,2016-08-20 00:12:00,2016,TRUE,NO,Random,11.062,11.006,27.4502,5.552108,34.9064,22.502
HA1606_MHI_OAH_SN4818_006,290260,3932,,OAH-4090,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.52896641,-158.24367807,2016-08-20 00:12:00,2016,TRUE,NO,Random,12.067,12.018,27.4432,5.551345,34.9067,22.5048
HA1606_MHI_OAH_SN4818_006,290261,3932,,OAH-4090,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.52896641,-158.24367807,2016-08-20 00:12:00,2016,TRUE,NO,Random,13.073,13.03,27.4399,5.551011,34.9071,22.5064
HA1606_MHI_OAH_SN4818_006,290262,3932,,OAH-4090,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.52896641,-158.24367807,2016-08-20 00:12:00,2016,TRUE,NO,Random,14.078,14.052,27.439,5.550901,34.9071,22.5069
HA1606_MHI_OAH_SN4818_006,290263,3932,,OAH-4090,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.52896641,-158.24367807,2016-08-20 00:12:00,2016,TRUE,NO,Random,15.084,14.927,27.4352,5.550435,34.9056,22.5066
HA1606_MHI_OAH_SN4818_006,290264,3932,,OAH-4090,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.52896641,-158.24367807,2016-08-20 00:12:00,2016,TRUE,NO,Random,16.09,15.977,27.4282,5.54966,34.905,22.5085
HA1606_MHI_OAH_SN4818_006,290265,3932,,OAH-4090,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.52896641,-158.24367807,2016-08-20 00:12:00,2016,TRUE,NO,Random,17.095,17.012,27.4195,5.548673,34.9032,22.5095
HA1606_MHI_OAH_SN4818_006,290266,3932,,OAH-4090,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.52896641,-158.24367807,2016-08-20 00:12:00,2016,TRUE,NO,Random,18.101,18.025,27.414,5.548099,34.9044,22.5128
HA1606_MHI_OAH_SN4818_006,290267,3932,,OAH-4090,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.52896641,-158.24367807,2016-08-20 00:12:00,2016,TRUE,NO,Random,19.107,18.954,27.4091,5.547604,34.9039,22.5139
HA1606_MHI_OAH_SN4818_006,290268,3932,,OAH-4090,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.52896641,-158.24367807,2016-08-20 00:12:00,2016,TRUE,NO,Random,20.112,20.017,27.407,5.547398,34.9038,22.5146
HA1606_MHI_OAH_SN4818_006,290269,3932,,OAH-4090,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.52896641,-158.24367807,2016-08-20 00:12:00,2016,TRUE,NO,Random,21.118,21.025,27.4018,5.546911,34.9037,22.516
HA1606_MHI_OAH_SN4818_006,290270,3932,,OAH-4090,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.52896641,-158.24367807,2016-08-20 00:12:00,2016,TRUE,NO,Random,22.123,22.09,27.3979,5.54659,34.9047,22.5183
HA1606_MHI_OAH_SN3029_003,291159,3933,,OAH-2605,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.564816,-158.267199,2016-08-19 21:30:00,2016,TRUE,NO,Stratified_Random,2.011,1.999,27.6389,5.548412,34.7443,22.3198
HA1606_MHI_OAH_SN3029_003,291160,3933,,OAH-2605,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.564816,-158.267199,2016-08-19 21:30:00,2016,TRUE,NO,Stratified_Random,3.017,2.999,27.4662,5.557864,34.9393,22.5224
HA1606_MHI_OAH_SN3029_003,291161,3933,,OAH-2605,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.564816,-158.267199,2016-08-19 21:30:00,2016,TRUE,NO,Stratified_Random,4.022,3.998,27.434,5.556194,34.9512,22.5417
HA1606_MHI_OAH_SN3029_003,291162,3933,,OAH-2605,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.564816,-158.267199,2016-08-19 21:30:00,2016,TRUE,NO,Stratified_Random,5.028,4.998,27.4242,5.554581,34.9468,22.5416
HA1606_MHI_OAH_SN3029_003,291163,3933,,OAH-2605,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.564816,-158.267199,2016-08-19 21:30:00,2016,TRUE,NO,Stratified_Random,6.034,5.998,27.4142,5.553845,34.9489,22.5464
HA1606_MHI_OAH_SN3029_003,291164,3933,,OAH-2605,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.564816,-158.267199,2016-08-19 21:30:00,2016,TRUE,NO,Stratified_Random,7.039,6.999,27.3996,5.550916,34.9386,22.5434
HA1606_MHI_OAH_SN3029_003,291165,3933,,OAH-2605,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.564816,-158.267199,2016-08-19 21:30:00,2016,TRUE,NO,Stratified_Random,8.045,7.999,27.3884,5.548247,34.9279,22.5388
HA1606_MHI_OAH_SN3029_003,291166,3933,,OAH-2605,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.564816,-158.267199,2016-08-19 21:30:00,2016,TRUE,NO,Stratified_Random,9.05,8.998,27.3702,5.545483,34.9216,22.54
HA1606_MHI_OAH_SN3029_003,291167,3933,,OAH-2605,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.564816,-158.267199,2016-08-19 21:30:00,2016,TRUE,NO,Stratified_Random,10.056,9.998,27.3533,5.543377,34.9189,22.5434
HA1606_MHI_OAH_SN3029_003,291168,3933,,OAH-2605,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.564816,-158.267199,2016-08-19 21:30:00,2016,TRUE,NO,Stratified_Random,11.061,10.997,27.3444,5.54226,34.9173,22.5451
HA1606_MHI_OAH_SN3029_003,291169,3933,,OAH-2605,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.564816,-158.267199,2016-08-19 21:30:00,2016,TRUE,NO,Stratified_Random,12.067,11.997,27.3352,5.541238,34.9167,22.5475
HA1606_MHI_OAH_SN3029_003,291170,3933,,OAH-2605,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.564816,-158.267199,2016-08-19 21:30:00,2016,TRUE,NO,Stratified_Random,13.073,12.997,27.3117,5.538582,34.9152,22.554
HA1606_MHI_OAH_SN3029_003,291171,3933,,OAH-2605,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.564816,-158.267199,2016-08-19 21:30:00,2016,TRUE,NO,Stratified_Random,14.078,13.997,27.2775,5.535356,34.9177,22.5669
HA1606_MHI_OAH_SN4818_007,290271,3934,OCC-OAH-002,OAH-20,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.59094932,-158.17461982,2016-08-21 00:02:00,2016,TRUE,NO,Permanent,1.006,1.015,27.3003,5.49991,34.6784,22.3743
HA1606_MHI_OAH_SN4818_007,290272,3934,OCC-OAH-002,OAH-20,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.59094932,-158.17461982,2016-08-21 00:02:00,2016,TRUE,NO,Permanent,2.011,1.94,27.2071,5.531278,34.9447,22.6098
HA1606_MHI_OAH_SN4818_007,290273,3934,OCC-OAH-002,OAH-20,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.59094932,-158.17461982,2016-08-21 00:02:00,2016,TRUE,NO,Permanent,3.017,2.981,27.2063,5.531058,34.9432,22.6087
HA1606_MHI_OAH_SN4818_007,290274,3934,OCC-OAH-002,OAH-20,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.59094932,-158.17461982,2016-08-21 00:02:00,2016,TRUE,NO,Permanent,4.022,4.014,27.2032,5.530763,34.9432,22.6097
HA1606_MHI_OAH_SN4818_007,290275,3934,OCC-OAH-002,OAH-20,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.59094932,-158.17461982,2016-08-21 00:02:00,2016,TRUE,NO,Permanent,5.028,5.012,27.2092,5.531434,34.9455,22.6105
HA1606_MHI_OAH_SN4818_007,290276,3934,OCC-OAH-002,OAH-20,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.59094932,-158.17461982,2016-08-21 00:02:00,2016,TRUE,NO,Permanent,6.033,6.006,27.2149,5.53203,34.9438,22.6069
HA1606_MHI_OAH_SN4818_007,290277,3934,OCC-OAH-002,OAH-20,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.59094932,-158.17461982,2016-08-21 00:02:00,2016,TRUE,NO,Permanent,7.039,6.976,27.2035,5.530864,34.9402,22.6063
HA1606_MHI_OAH_SN4818_007,290278,3934,OCC-OAH-002,OAH-20,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.59094932,-158.17461982,2016-08-21 00:02:00,2016,TRUE,NO,Permanent,8.044,7.951,27.1954,5.53014,34.9435,22.6125
HA1606_MHI_OAH_SN4818_007,290279,3934,OCC-OAH-002,OAH-20,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.59094932,-158.17461982,2016-08-21 00:02:00,2016,TRUE,NO,Permanent,9.05,9.052,27.1928,5.529897,34.9431,22.6129
HA1606_MHI_OAH_SN4818_007,290280,3934,OCC-OAH-002,OAH-20,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.59094932,-158.17461982,2016-08-21 00:02:00,2016,TRUE,NO,Permanent,10.056,10.023,27.1905,5.529656,34.943,22.6136
HA1606_MHI_OAH_SN4818_007,290281,3934,OCC-OAH-002,OAH-20,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.59094932,-158.17461982,2016-08-21 00:02:00,2016,TRUE,NO,Permanent,11.062,10.936,27.1862,5.529179,34.9423,22.6143
HA1606_MHI_OAH_SN4818_007,290282,3934,OCC-OAH-002,OAH-20,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.59094932,-158.17461982,2016-08-21 00:02:00,2016,TRUE,NO,Permanent,12.067,12.024,27.1817,5.528764,34.9424,22.6159
HA1606_MHI_OAH_SN4818_007,290283,3934,OCC-OAH-002,OAH-20,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.59094932,-158.17461982,2016-08-21 00:02:00,2016,TRUE,NO,Permanent,13.073,13.029,27.1828,5.528998,34.9441,22.6173
HA1606_MHI_OAH_SN4818_007,290284,3934,OCC-OAH-002,OAH-20,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.59094932,-158.17461982,2016-08-21 00:02:00,2016,TRUE,NO,Permanent,14.078,13.934,27.1834,5.529042,34.9432,22.6162
HA1606_MHI_OAH_SN4818_007,290285,3934,OCC-OAH-002,OAH-20,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.59094932,-158.17461982,2016-08-21 00:02:00,2016,TRUE,NO,Permanent,15.084,14.979,27.1825,5.528971,34.943,22.6164
HA1606_MHI_OAH_SN4818_007,290286,3934,OCC-OAH-002,OAH-20,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.59094932,-158.17461982,2016-08-21 00:02:00,2016,TRUE,NO,Permanent,16.09,16.076,27.1824,5.528993,34.9431,22.6165
HA1606_MHI_OAH_SN4818_007,290287,3934,OCC-OAH-002,OAH-20,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.59094932,-158.17461982,2016-08-21 00:02:00,2016,TRUE,NO,Permanent,17.095,16.958,27.1794,5.528698,34.9417,22.6159
HA1606_MHI_OAH_SN4818_007,290288,3934,OCC-OAH-002,OAH-20,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.59094932,-158.17461982,2016-08-21 00:02:00,2016,TRUE,NO,Permanent,18.101,17.958,27.173,5.528058,34.9422,22.6186
HA1606_MHI_OAH_SN4818_007,290289,3934,OCC-OAH-002,OAH-20,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.59094932,-158.17461982,2016-08-21 00:02:00,2016,TRUE,NO,Permanent,19.107,19.028,27.1727,5.528067,34.9431,22.6197
HA1606_MHI_OAH_SN4818_007,290290,3934,OCC-OAH-002,OAH-20,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.59094932,-158.17461982,2016-08-21 00:02:00,2016,TRUE,NO,Permanent,20.112,20.037,27.1737,5.528221,34.943,22.6192
HA1606_MHI_OAH_SN4818_007,290291,3934,OCC-OAH-002,OAH-20,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.59094932,-158.17461982,2016-08-21 00:02:00,2016,TRUE,NO,Permanent,21.118,21.107,27.1755,5.528448,34.9431,22.6188
HA1606_MHI_OAH_SN4818_008,290292,3935,,OAH-4091,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.60083335,-158.17665797,2016-08-21 01:15:00,2016,TRUE,NO,Random,1.006,1.011,27.1878,5.479248,34.6329,22.3856
HA1606_MHI_OAH_SN4818_008,290293,3935,,OAH-4091,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.60083335,-158.17665797,2016-08-21 01:15:00,2016,TRUE,NO,Random,2.011,1.934,27.2184,5.533061,34.9482,22.609
HA1606_MHI_OAH_SN4818_008,290294,3935,,OAH-4091,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.60083335,-158.17665797,2016-08-21 01:15:00,2016,TRUE,NO,Random,3.017,2.998,27.2196,5.53142,34.9369,22.6001
HA1606_MHI_OAH_SN4818_008,290295,3935,,OAH-4091,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.60083335,-158.17665797,2016-08-21 01:15:00,2016,TRUE,NO,Random,4.022,4.027,27.2227,5.532242,34.94,22.6014
HA1606_MHI_OAH_SN4818_008,290296,3935,,OAH-4091,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.60083335,-158.17665797,2016-08-21 01:15:00,2016,TRUE,NO,Random,5.028,4.989,27.2182,5.531815,34.9387,22.6013
HA1606_MHI_OAH_SN4818_008,290297,3935,,OAH-4091,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.60083335,-158.17665797,2016-08-21 01:15:00,2016,TRUE,NO,Random,6.033,5.978,27.2134,5.531411,34.939,22.6031
HA1606_MHI_OAH_SN4818_008,290298,3935,,OAH-4091,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.60083335,-158.17665797,2016-08-21 01:15:00,2016,TRUE,NO,Random,7.039,7.018,27.2092,5.530994,34.9402,22.6059
HA1606_MHI_OAH_SN4818_008,290299,3935,,OAH-4091,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.60083335,-158.17665797,2016-08-21 01:15:00,2016,TRUE,NO,Random,8.045,8.008,27.2134,5.531467,34.9397,22.6039
HA1606_MHI_OAH_SN4818_008,290300,3935,,OAH-4091,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.60083335,-158.17665797,2016-08-21 01:15:00,2016,TRUE,NO,Random,9.05,9.109,27.2065,5.530768,34.9393,22.6058
HA1606_MHI_OAH_SN3029_004,291172,3936,,OAH-2781,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.645858,-158.06688,2016-08-20 21:00:00,2016,TRUE,NO,Stratified_Random,1.006,1,26.8891,,,
HA1606_MHI_OAH_SN3029_004,291173,3936,,OAH-2781,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.645858,-158.06688,2016-08-20 21:00:00,2016,TRUE,NO,Stratified_Random,2.011,2,26.8634,5.352314,33.9379,21.9619
HA1606_MHI_OAH_SN3029_004,291174,3936,,OAH-2781,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.645858,-158.06688,2016-08-20 21:00:00,2016,TRUE,NO,Stratified_Random,3.017,2.999,26.8634,5.377255,34.1041,22.0866
HA1606_MHI_OAH_SN3029_004,291175,3936,,OAH-2781,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.645858,-158.06688,2016-08-20 21:00:00,2016,TRUE,NO,Stratified_Random,4.022,3.998,26.8622,5.471933,34.7794,22.5954
HA1606_MHI_OAH_SN3029_004,291176,3936,,OAH-2781,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.645858,-158.06688,2016-08-20 21:00:00,2016,TRUE,NO,Stratified_Random,5.028,4.998,26.8498,5.462433,34.7207,22.5552
HA1606_MHI_OAH_SN3029_004,291177,3936,,OAH-2781,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.645858,-158.06688,2016-08-20 21:00:00,2016,TRUE,NO,Stratified_Random,6.033,5.997,26.8387,5.467751,34.7667,22.5935
HA1606_MHI_OAH_SN3029_004,291178,3936,,OAH-2781,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.645858,-158.06688,2016-08-20 21:00:00,2016,TRUE,NO,Stratified_Random,7.039,6.998,26.8379,5.468532,34.7727,22.5982
HA1606_MHI_OAH_SN3029_004,291179,3936,,OAH-2781,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.645858,-158.06688,2016-08-20 21:00:00,2016,TRUE,NO,Stratified_Random,8.045,7.998,26.8351,5.472179,34.8006,22.6201
HA1606_MHI_OAH_SN3029_004,291180,3936,,OAH-2781,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.645858,-158.06688,2016-08-20 21:00:00,2016,TRUE,NO,Stratified_Random,9.05,8.998,26.8319,5.473981,34.8155,22.6324
HA1606_MHI_OAH_SN3029_004,291181,3936,,OAH-2781,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.645858,-158.06688,2016-08-20 21:00:00,2016,TRUE,NO,Stratified_Random,10.056,9.998,26.8273,5.474319,34.8212,22.6381
HA1606_MHI_OAH_SN3029_004,291182,3936,,OAH-2781,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.645858,-158.06688,2016-08-20 21:00:00,2016,TRUE,NO,Stratified_Random,11.061,10.997,26.8173,5.473719,34.8239,22.6433
HA1606_MHI_OAH_SN3029_004,291183,3936,,OAH-2781,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.645858,-158.06688,2016-08-20 21:00:00,2016,TRUE,NO,Stratified_Random,12.067,11.998,26.8042,5.47336,34.8309,22.6527
HA1606_MHI_OAH_SN3029_004,291184,3936,,OAH-2781,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.645858,-158.06688,2016-08-20 21:00:00,2016,TRUE,NO,Stratified_Random,13.073,12.997,26.7977,5.473327,34.8357,22.6583
HA1606_MHI_OAH_SN3029_004,291185,3936,,OAH-2781,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.645858,-158.06688,2016-08-20 21:00:00,2016,TRUE,NO,Stratified_Random,14.078,13.997,26.7212,5.47292,34.8957,22.7268
HA1606_MHI_OAH_SN3029_004,291186,3936,,OAH-2781,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.645858,-158.06688,2016-08-20 21:00:00,2016,TRUE,NO,Stratified_Random,15.084,14.996,26.0889,5.472667,35.4143,23.3102
HA1606_MHI_OAH_SN3029_004,291187,3936,,OAH-2781,HA1606_MHI,MHI,Hawaiian Archipelago,OAH,Oahu,21.645858,-158.06688,2016-08-20 21:00:00,2016,TRUE,NO,Stratified_Random,16.09,15.996,25.4883,5.472866,35.9101,23.8668
