SHALLOWCTDID,CTDDATAKEY,CTDCASTID,ASSOC_OCC_SITEID,ASSOC_REA_SITE,CRUISE,REGIONCODE,REGION,LOCATIONCODE,LOCATION,LATITUDE,LONGITUDE,UTCDATETIME,CASTYEAR,WATERSAMPLE,OFFSHORE_YN,SURVEY_DESIGN,PRESSURE_DB,DEPTH_M,TEMP_DEGC,COND_S_PER_M,SALN_PSU,DENSITY_SIGMAT
HA1606_NWHI_LIS_SN4818_005,292609,7006,,LIS-4491,HA1606_NWHI,NWHI,Hawaiian Archipelago,LIS,Lisianski Island,26.0375886,-173.86856784,2016-09-18 22:33:00,2016,TRUE,NO,Random,9.05,8.94,27.8956,5.654923,35.3009,22.6549
HA1606_NWHI_LIS_SN4818_005,292610,7006,,LIS-4491,HA1606_NWHI,NWHI,Hawaiian Archipelago,LIS,Lisianski Island,26.0375886,-173.86856784,2016-09-18 22:33:00,2016,TRUE,NO,Random,10.056,9.962,27.8924,5.654572,35.2998,22.6549
HA1606_NWHI_LIS_SN4818_005,292611,7006,,LIS-4491,HA1606_NWHI,NWHI,Hawaiian Archipelago,LIS,Lisianski Island,26.0375886,-173.86856784,2016-09-18 22:33:00,2016,TRUE,NO,Random,11.062,11.067,27.8911,5.65444,35.3003,22.6561
HA1606_NWHI_LIS_SN4818_005,292612,7006,,LIS-4491,HA1606_NWHI,NWHI,Hawaiian Archipelago,LIS,Lisianski Island,26.0375886,-173.86856784,2016-09-18 22:33:00,2016,TRUE,NO,Random,12.067,11.949,27.8919,5.6546,35.301,22.6565
HA1606_NWHI_LIS_SN4818_005,292613,7006,,LIS-4491,HA1606_NWHI,NWHI,Hawaiian Archipelago,LIS,Lisianski Island,26.0375886,-173.86856784,2016-09-18 22:33:00,2016,TRUE,NO,Random,13.073,12.965,27.8927,5.654692,35.3004,22.6557
HA1606_NWHI_LIS_SN4818_005,292614,7006,,LIS-4491,HA1606_NWHI,NWHI,Hawaiian Archipelago,LIS,Lisianski Island,26.0375886,-173.86856784,2016-09-18 22:33:00,2016,TRUE,NO,Random,14.078,14.09,27.8927,5.654724,35.3002,22.6554
HA1606_NWHI_LIS_SN4818_005,292615,7006,,LIS-4491,HA1606_NWHI,NWHI,Hawaiian Archipelago,LIS,Lisianski Island,26.0375886,-173.86856784,2016-09-18 22:33:00,2016,TRUE,NO,Random,15.084,14.964,27.8907,5.654414,35.2987,22.6547
HA1606_NWHI_LIS_SN4818_005,292616,7006,,LIS-4491,HA1606_NWHI,NWHI,Hawaiian Archipelago,LIS,Lisianski Island,26.0375886,-173.86856784,2016-09-18 22:33:00,2016,TRUE,NO,Random,16.09,16.011,27.8881,5.654138,35.2988,22.6558
HA1606_NWHI_LIS_SN4818_005,292617,7006,,LIS-4491,HA1606_NWHI,NWHI,Hawaiian Archipelago,LIS,Lisianski Island,26.0375886,-173.86856784,2016-09-18 22:33:00,2016,TRUE,NO,Random,17.095,17.049,27.8882,5.654202,35.2992,22.6563
HA1606_NWHI_LIS_SN4818_005,292618,7006,,LIS-4491,HA1606_NWHI,NWHI,Hawaiian Archipelago,LIS,Lisianski Island,26.0375886,-173.86856784,2016-09-18 22:33:00,2016,TRUE,NO,Random,18.101,18.182,27.8893,5.654379,35.2993,22.6559
HA1606_NWHI_LIS_SN4818_007,292678,7008,OCC-LIS-002,LIS-24,HA1606_NWHI,NWHI,Hawaiian Archipelago,LIS,Lisianski Island,26.07838492,-173.99700928,2016-09-19 20:44:00,2016,TRUE,NO,Permanent,1.006,1,28.0146,5.655126,35.2584,22.5914
HA1606_NWHI_LIS_SN4818_007,292679,7008,OCC-LIS-002,LIS-24,HA1606_NWHI,NWHI,Hawaiian Archipelago,LIS,Lisianski Island,26.07838492,-173.99700928,2016-09-19 20:44:00,2016,TRUE,NO,Permanent,2.011,1.939,28.0732,5.702858,35.5042,22.7492
HA1606_NWHI_LIS_SN4818_007,292680,7008,OCC-LIS-002,LIS-24,HA1606_NWHI,NWHI,Hawaiian Archipelago,LIS,Lisianski Island,26.07838492,-173.99700928,2016-09-19 20:44:00,2016,TRUE,NO,Permanent,3.017,2.953,28.0693,5.701276,35.4982,22.7467
HA1606_NWHI_LIS_SN4818_007,292681,7008,OCC-LIS-002,LIS-24,HA1606_NWHI,NWHI,Hawaiian Archipelago,LIS,Lisianski Island,26.07838492,-173.99700928,2016-09-19 20:44:00,2016,TRUE,NO,Permanent,4.022,3.988,28.0703,5.701428,35.4978,22.746
HA1606_NWHI_LIS_SN4818_007,292682,7008,OCC-LIS-002,LIS-24,HA1606_NWHI,NWHI,Hawaiian Archipelago,LIS,Lisianski Island,26.07838492,-173.99700928,2016-09-19 20:44:00,2016,TRUE,NO,Permanent,5.028,4.932,28.071,5.701498,35.4983,22.7464
HA1606_NWHI_LIS_SN4818_007,292683,7008,OCC-LIS-002,LIS-24,HA1606_NWHI,NWHI,Hawaiian Archipelago,LIS,Lisianski Island,26.07838492,-173.99700928,2016-09-19 20:44:00,2016,TRUE,NO,Permanent,6.033,6.03,28.0719,5.701582,35.4974,22.7453
HA1606_NWHI_LIS_SN4818_007,292684,7008,OCC-LIS-002,LIS-24,HA1606_NWHI,NWHI,Hawaiian Archipelago,LIS,Lisianski Island,26.07838492,-173.99700928,2016-09-19 20:44:00,2016,TRUE,NO,Permanent,7.039,7.02,28.0721,5.701671,35.4975,22.7452
HA1606_NWHI_LIS_SN4818_007,292685,7008,OCC-LIS-002,LIS-24,HA1606_NWHI,NWHI,Hawaiian Archipelago,LIS,Lisianski Island,26.07838492,-173.99700928,2016-09-19 20:44:00,2016,TRUE,NO,Permanent,8.044,7.968,28.0731,5.701802,35.4976,22.7451
HA1606_NWHI_LIS_SN4818_007,292686,7008,OCC-LIS-002,LIS-24,HA1606_NWHI,NWHI,Hawaiian Archipelago,LIS,Lisianski Island,26.07838492,-173.99700928,2016-09-19 20:44:00,2016,TRUE,NO,Permanent,9.05,9.049,28.0732,5.701833,35.4972,22.7445
HA1606_NWHI_LIS_SN4818_007,292687,7008,OCC-LIS-002,LIS-24,HA1606_NWHI,NWHI,Hawaiian Archipelago,LIS,Lisianski Island,26.07838492,-173.99700928,2016-09-19 20:44:00,2016,TRUE,NO,Permanent,10.056,9.998,28.0733,5.701869,35.497,22.7444
HA1606_NWHI_LIS_SN4818_007,292688,7008,OCC-LIS-002,LIS-24,HA1606_NWHI,NWHI,Hawaiian Archipelago,LIS,Lisianski Island,26.07838492,-173.99700928,2016-09-19 20:44:00,2016,TRUE,NO,Permanent,11.062,11.008,28.0735,5.701972,35.4973,22.7447
HA1606_NWHI_LIS_SN4818_007,292689,7008,OCC-LIS-002,LIS-24,HA1606_NWHI,NWHI,Hawaiian Archipelago,LIS,Lisianski Island,26.07838492,-173.99700928,2016-09-19 20:44:00,2016,TRUE,NO,Permanent,12.067,11.973,28.0734,5.70203,35.4974,22.7447
HA1606_NWHI_LIS_SN4818_007,292690,7008,OCC-LIS-002,LIS-24,HA1606_NWHI,NWHI,Hawaiian Archipelago,LIS,Lisianski Island,26.07838492,-173.99700928,2016-09-19 20:44:00,2016,TRUE,NO,Permanent,13.072,12.97,28.0722,5.701986,35.4974,22.7449
HA1606_NWHI_LIS_SN4818_007,292691,7008,OCC-LIS-002,LIS-24,HA1606_NWHI,NWHI,Hawaiian Archipelago,LIS,Lisianski Island,26.07838492,-173.99700928,2016-09-19 20:44:00,2016,TRUE,NO,Permanent,14.078,14.054,28.0697,5.701751,35.497,22.7453
HA1606_NWHI_LIS_SN4818_007,292692,7008,OCC-LIS-002,LIS-24,HA1606_NWHI,NWHI,Hawaiian Archipelago,LIS,Lisianski Island,26.07838492,-173.99700928,2016-09-19 20:44:00,2016,TRUE,NO,Permanent,15.084,14.988,28.0701,5.701786,35.498,22.7465
HA1606_NWHI_LIS_SN4818_007,292693,7008,OCC-LIS-002,LIS-24,HA1606_NWHI,NWHI,Hawaiian Archipelago,LIS,Lisianski Island,26.07838492,-173.99700928,2016-09-19 20:44:00,2016,TRUE,NO,Permanent,16.09,16.091,28.0769,5.702549,35.4983,22.7446
HA1606_NWHI_LIS_SN4818_007,292694,7008,OCC-LIS-002,LIS-24,HA1606_NWHI,NWHI,Hawaiian Archipelago,LIS,Lisianski Island,26.07838492,-173.99700928,2016-09-19 20:44:00,2016,TRUE,NO,Permanent,17.095,17.067,28.0795,5.702791,35.4963,22.7416
HA1606_NWHI_LIS_SN4818_008,292695,7009,,LIS-4492,HA1606_NWHI,NWHI,Hawaiian Archipelago,LIS,Lisianski Island,26.07263368,-174.01412495,2016-09-19 21:56:00,2016,TRUE,NO,Random,1.006,1.05,28.1722,5.654854,35.1399,22.4511
HA1606_NWHI_LIS_SN4818_008,292696,7009,,LIS-4492,HA1606_NWHI,NWHI,Hawaiian Archipelago,LIS,Lisianski Island,26.07263368,-174.01412495,2016-09-19 21:56:00,2016,TRUE,NO,Random,2.011,1.868,28.2132,5.715656,35.4872,22.6903
HA1606_NWHI_LIS_SN4818_008,292697,7009,,LIS-4492,HA1606_NWHI,NWHI,Hawaiian Archipelago,LIS,Lisianski Island,26.07263368,-174.01412495,2016-09-19 21:56:00,2016,TRUE,NO,Random,3.017,2.928,28.2037,5.710984,35.463,22.6751
HA1606_NWHI_LIS_SN4818_008,292698,7009,,LIS-4492,HA1606_NWHI,NWHI,Hawaiian Archipelago,LIS,Lisianski Island,26.07263368,-174.01412495,2016-09-19 21:56:00,2016,TRUE,NO,Random,4.022,4.006,28.2002,5.710748,35.465,22.6783
HA1606_NWHI_LIS_SN4818_008,292699,7009,,LIS-4492,HA1606_NWHI,NWHI,Hawaiian Archipelago,LIS,Lisianski Island,26.07263368,-174.01412495,2016-09-19 21:56:00,2016,TRUE,NO,Random,5.028,4.972,28.1985,5.710511,35.4645,22.6786
HA1606_NWHI_LIS_SN4818_008,292700,7009,,LIS-4492,HA1606_NWHI,NWHI,Hawaiian Archipelago,LIS,Lisianski Island,26.07263368,-174.01412495,2016-09-19 21:56:00,2016,TRUE,NO,Random,6.033,6,28.1997,5.710649,35.4658,22.6799
HA1606_NWHI_LIS_SN4818_008,292701,7009,,LIS-4492,HA1606_NWHI,NWHI,Hawaiian Archipelago,LIS,Lisianski Island,26.07263368,-174.01412495,2016-09-19 21:56:00,2016,TRUE,NO,Random,7.039,7.006,28.2004,5.710927,35.4653,22.6786
HA1606_NWHI_LIS_SN4818_008,292702,7009,,LIS-4492,HA1606_NWHI,NWHI,Hawaiian Archipelago,LIS,Lisianski Island,26.07263368,-174.01412495,2016-09-19 21:56:00,2016,TRUE,NO,Random,8.045,7.988,28.1968,5.710731,35.4658,22.68
HA1606_NWHI_LIS_SN4818_008,292703,7009,,LIS-4492,HA1606_NWHI,NWHI,Hawaiian Archipelago,LIS,Lisianski Island,26.07263368,-174.01412495,2016-09-19 21:56:00,2016,TRUE,NO,Random,9.05,9.046,28.1939,5.71059,35.4668,22.6817
HA1606_NWHI_LIS_SN4818_008,292704,7009,,LIS-4492,HA1606_NWHI,NWHI,Hawaiian Archipelago,LIS,Lisianski Island,26.07263368,-174.01412495,2016-09-19 21:56:00,2016,TRUE,NO,Random,10.056,9.944,28.1913,5.710399,35.4676,22.6834
HA1606_NWHI_LIS_SN4818_008,292705,7009,,LIS-4492,HA1606_NWHI,NWHI,Hawaiian Archipelago,LIS,Lisianski Island,26.07263368,-174.01412495,2016-09-19 21:56:00,2016,TRUE,NO,Random,11.062,10.965,28.1912,5.710378,35.4678,22.6838
HA1606_NWHI_LIS_SN4818_008,292706,7009,,LIS-4492,HA1606_NWHI,NWHI,Hawaiian Archipelago,LIS,Lisianski Island,26.07263368,-174.01412495,2016-09-19 21:56:00,2016,TRUE,NO,Random,12.067,12.066,28.192,5.710466,35.4677,22.6835
HA1606_NWHI_LIS_SN4818_008,292707,7009,,LIS-4492,HA1606_NWHI,NWHI,Hawaiian Archipelago,LIS,Lisianski Island,26.07263368,-174.01412495,2016-09-19 21:56:00,2016,TRUE,NO,Random,13.073,13.013,28.1928,5.710522,35.4671,22.6827
HA1606_NWHI_LIS_SN4818_008,292708,7009,,LIS-4492,HA1606_NWHI,NWHI,Hawaiian Archipelago,LIS,Lisianski Island,26.07263368,-174.01412495,2016-09-19 21:56:00,2016,TRUE,NO,Random,14.078,13.994,28.1929,5.710613,35.4671,22.6827
HA1606_NWHI_LIS_SN4818_008,292709,7009,,LIS-4492,HA1606_NWHI,NWHI,Hawaiian Archipelago,LIS,Lisianski Island,26.07263368,-174.01412495,2016-09-19 21:56:00,2016,TRUE,NO,Random,15.084,14.984,28.1926,5.710693,35.4676,22.6831
HA1606_NWHI_LIS_SN4818_008,292710,7009,,LIS-4492,HA1606_NWHI,NWHI,Hawaiian Archipelago,LIS,Lisianski Island,26.07263368,-174.01412495,2016-09-19 21:56:00,2016,TRUE,NO,Random,16.09,16.009,28.1926,5.710785,35.468,22.6835
HA1606_NWHI_LIS_SN4818_008,292711,7009,,LIS-4492,HA1606_NWHI,NWHI,Hawaiian Archipelago,LIS,Lisianski Island,26.07263368,-174.01412495,2016-09-19 21:56:00,2016,TRUE,NO,Random,17.095,17.037,28.1924,5.710733,35.4674,22.683
HA1606_NWHI_LIS_SN4818_008,292712,7009,,LIS-4492,HA1606_NWHI,NWHI,Hawaiian Archipelago,LIS,Lisianski Island,26.07263368,-174.01412495,2016-09-19 21:56:00,2016,TRUE,NO,Random,18.101,18.001,28.1922,5.710717,35.4672,22.683
HA1606_NWHI_LIS_SN4818_008,292713,7009,,LIS-4492,HA1606_NWHI,NWHI,Hawaiian Archipelago,LIS,Lisianski Island,26.07263368,-174.01412495,2016-09-19 21:56:00,2016,TRUE,NO,Random,19.107,19.369,28.1922,5.710787,35.4673,22.6831
HA1606_NWHI_LIS_SN4818_009,292714,7011,OCC-LIS-013,LIS-54,HA1606_NWHI,NWHI,Hawaiian Archipelago,LIS,Lisianski Island,25.98707381,-173.9943958,2016-09-20 20:33:00,2016,TRUE,NO,Permanent,1.006,1.04,27.7989,5.573847,34.853,22.3562
HA1606_NWHI_LIS_SN4818_009,292715,7011,OCC-LIS-013,LIS-54,HA1606_NWHI,NWHI,Hawaiian Archipelago,LIS,Lisianski Island,25.98707381,-173.9943958,2016-09-20 20:33:00,2016,TRUE,NO,Permanent,2.011,1.886,27.8366,5.660159,35.3777,22.7312
HA1606_NWHI_LIS_SN4818_009,292716,7011,OCC-LIS-013,LIS-54,HA1606_NWHI,NWHI,Hawaiian Archipelago,LIS,Lisianski Island,25.98707381,-173.9943958,2016-09-20 20:33:00,2016,TRUE,NO,Permanent,3.017,2.991,27.832,5.649633,35.3133,22.6852
HA1606_NWHI_LIS_SN4818_009,292717,7011,OCC-LIS-013,LIS-54,HA1606_NWHI,NWHI,Hawaiian Archipelago,LIS,Lisianski Island,25.98707381,-173.9943958,2016-09-20 20:33:00,2016,TRUE,NO,Permanent,4.022,4.003,27.8324,5.649781,35.3139,22.6856
HA1606_NWHI_LIS_SN4818_009,292718,7011,OCC-LIS-013,LIS-54,HA1606_NWHI,NWHI,Hawaiian Archipelago,LIS,Lisianski Island,25.98707381,-173.9943958,2016-09-20 20:33:00,2016,TRUE,NO,Permanent,5.028,4.977,27.8325,5.649892,35.3142,22.6857
HA1606_NWHI_LIS_SN4818_009,292719,7011,OCC-LIS-013,LIS-54,HA1606_NWHI,NWHI,Hawaiian Archipelago,LIS,Lisianski Island,25.98707381,-173.9943958,2016-09-20 20:33:00,2016,TRUE,NO,Permanent,6.034,5.97,27.8323,5.649822,35.3135,22.6852
HA1606_NWHI_LIS_SN4818_009,292720,7011,OCC-LIS-013,LIS-54,HA1606_NWHI,NWHI,Hawaiian Archipelago,LIS,Lisianski Island,25.98707381,-173.9943958,2016-09-20 20:33:00,2016,TRUE,NO,Permanent,7.039,7.003,27.832,5.649946,35.3144,22.686
HA1606_NWHI_LIS_SN4818_009,292721,7011,OCC-LIS-013,LIS-54,HA1606_NWHI,NWHI,Hawaiian Archipelago,LIS,Lisianski Island,25.98707381,-173.9943958,2016-09-20 20:33:00,2016,TRUE,NO,Permanent,8.045,8.001,27.8329,5.65036,35.3166,22.6874
HA1606_NWHI_LIS_SN4818_009,292722,7011,OCC-LIS-013,LIS-54,HA1606_NWHI,NWHI,Hawaiian Archipelago,LIS,Lisianski Island,25.98707381,-173.9943958,2016-09-20 20:33:00,2016,TRUE,NO,Permanent,9.05,9.009,27.8331,5.650553,35.3172,22.6877
HA1606_NWHI_LIS_SN4818_009,292723,7011,OCC-LIS-013,LIS-54,HA1606_NWHI,NWHI,Hawaiian Archipelago,LIS,Lisianski Island,25.98707381,-173.9943958,2016-09-20 20:33:00,2016,TRUE,NO,Permanent,10.056,10.008,27.8347,5.650768,35.3178,22.6879
HA1606_NWHI_LIS_SN4818_009,292724,7011,OCC-LIS-013,LIS-54,HA1606_NWHI,NWHI,Hawaiian Archipelago,LIS,Lisianski Island,25.98707381,-173.9943958,2016-09-20 20:33:00,2016,TRUE,NO,Permanent,11.061,11.008,27.836,5.650936,35.3172,22.6868
HA1606_NWHI_LIS_SN4818_009,292725,7011,OCC-LIS-013,LIS-54,HA1606_NWHI,NWHI,Hawaiian Archipelago,LIS,Lisianski Island,25.98707381,-173.9943958,2016-09-20 20:33:00,2016,TRUE,NO,Permanent,12.067,11.974,27.8362,5.650993,35.3171,22.6867
HA1606_NWHI_LIS_SN4818_009,292726,7011,OCC-LIS-013,LIS-54,HA1606_NWHI,NWHI,Hawaiian Archipelago,LIS,Lisianski Island,25.98707381,-173.9943958,2016-09-20 20:33:00,2016,TRUE,NO,Permanent,13.073,13.004,27.8365,5.650994,35.3167,22.6862
HA1606_NWHI_LIS_SN4818_009,292727,7011,OCC-LIS-013,LIS-54,HA1606_NWHI,NWHI,Hawaiian Archipelago,LIS,Lisianski Island,25.98707381,-173.9943958,2016-09-20 20:33:00,2016,TRUE,NO,Permanent,14.078,13.985,27.8368,5.651047,35.3166,22.6861
HA1606_NWHI_LIS_SN4818_009,292728,7011,OCC-LIS-013,LIS-54,HA1606_NWHI,NWHI,Hawaiian Archipelago,LIS,Lisianski Island,25.98707381,-173.9943958,2016-09-20 20:33:00,2016,TRUE,NO,Permanent,15.084,15.023,27.8365,5.651362,35.3185,22.6875
HA1606_NWHI_LIS_SN4818_009,292729,7011,OCC-LIS-013,LIS-54,HA1606_NWHI,NWHI,Hawaiian Archipelago,LIS,Lisianski Island,25.98707381,-173.9943958,2016-09-20 20:33:00,2016,TRUE,NO,Permanent,16.09,16.143,27.8362,5.651404,35.3187,22.6878
HA1606_NWHI_LIS_SN4818_010,292730,7012,,LIS-4493,HA1606_NWHI,NWHI,Hawaiian Archipelago,LIS,Lisianski Island,25.99216129,-174.00473454,2016-09-20 22:21:00,2016,TRUE,NO,Random,1.006,1.002,27.8348,5.615719,35.0962,22.5223
HA1606_NWHI_LIS_SN4818_010,292731,7012,,LIS-4493,HA1606_NWHI,NWHI,Hawaiian Archipelago,LIS,Lisianski Island,25.99216129,-174.00473454,2016-09-20 22:21:00,2016,TRUE,NO,Random,2.011,1.913,27.8304,5.642525,35.2636,22.648
HA1606_NWHI_LIS_SN4818_010,292732,7012,,LIS-4493,HA1606_NWHI,NWHI,Hawaiian Archipelago,LIS,Lisianski Island,25.99216129,-174.00473454,2016-09-20 22:21:00,2016,TRUE,NO,Random,3.017,2.973,27.8247,5.640746,35.2541,22.642
HA1606_NWHI_LIS_SN4818_010,292733,7012,,LIS-4493,HA1606_NWHI,NWHI,Hawaiian Archipelago,LIS,Lisianski Island,25.99216129,-174.00473454,2016-09-20 22:21:00,2016,TRUE,NO,Random,4.022,3.967,27.8113,5.638651,35.2482,22.6416
HA1606_NWHI_LIS_SN4818_010,292734,7012,,LIS-4493,HA1606_NWHI,NWHI,Hawaiian Archipelago,LIS,Lisianski Island,25.99216129,-174.00473454,2016-09-20 22:21:00,2016,TRUE,NO,Random,5.028,5.017,27.8054,5.637948,35.2495,22.6454
HA1606_NWHI_LIS_SN4818_010,292735,7012,,LIS-4493,HA1606_NWHI,NWHI,Hawaiian Archipelago,LIS,Lisianski Island,25.99216129,-174.00473454,2016-09-20 22:21:00,2016,TRUE,NO,Random,6.034,5.983,27.8049,5.637889,35.2502,22.6466
HA1606_NWHI_LIS_SN4818_010,292736,7012,,LIS-4493,HA1606_NWHI,NWHI,Hawaiian Archipelago,LIS,Lisianski Island,25.99216129,-174.00473454,2016-09-20 22:21:00,2016,TRUE,NO,Random,7.039,7.049,27.8049,5.638035,35.2509,22.6472
HA1606_NWHI_LIS_SN4818_010,292737,7012,,LIS-4493,HA1606_NWHI,NWHI,Hawaiian Archipelago,LIS,Lisianski Island,25.99216129,-174.00473454,2016-09-20 22:21:00,2016,TRUE,NO,Random,8.045,7.941,27.8066,5.638555,35.2534,22.6486
HA1606_NWHI_LIS_SN4818_010,292738,7012,,LIS-4493,HA1606_NWHI,NWHI,Hawaiian Archipelago,LIS,Lisianski Island,25.99216129,-174.00473454,2016-09-20 22:21:00,2016,TRUE,NO,Random,9.05,9.048,27.8067,5.638844,35.2543,22.649
HA1606_NWHI_LIS_SN4818_010,292739,7012,,LIS-4493,HA1606_NWHI,NWHI,Hawaiian Archipelago,LIS,Lisianski Island,25.99216129,-174.00473454,2016-09-20 22:21:00,2016,TRUE,NO,Random,10.056,10.025,27.8034,5.638363,35.2524,22.6483
HA1606_NWHI_LIS_SN4818_010,292740,7012,,LIS-4493,HA1606_NWHI,NWHI,Hawaiian Archipelago,LIS,Lisianski Island,25.99216129,-174.00473454,2016-09-20 22:21:00,2016,TRUE,NO,Random,11.062,10.986,27.8027,5.638707,35.2565,22.6522
HA1606_NWHI_LIS_SN4818_010,292741,7012,,LIS-4493,HA1606_NWHI,NWHI,Hawaiian Archipelago,LIS,Lisianski Island,25.99216129,-174.00473454,2016-09-20 22:21:00,2016,TRUE,NO,Random,12.067,12.013,27.8082,5.640267,35.2639,22.6563
HA1606_NWHI_LIS_SN4818_010,292742,7012,,LIS-4493,HA1606_NWHI,NWHI,Hawaiian Archipelago,LIS,Lisianski Island,25.99216129,-174.00473454,2016-09-20 22:21:00,2016,TRUE,NO,Random,13.073,12.964,27.8148,5.642056,35.2711,22.6595
HA1606_NWHI_LIS_SN4818_010,292743,7012,,LIS-4493,HA1606_NWHI,NWHI,Hawaiian Archipelago,LIS,Lisianski Island,25.99216129,-174.00473454,2016-09-20 22:21:00,2016,TRUE,NO,Random,14.078,14.02,27.8167,5.642548,35.2719,22.659
HA1606_NWHI_LIS_SN4818_010,292744,7012,,LIS-4493,HA1606_NWHI,NWHI,Hawaiian Archipelago,LIS,Lisianski Island,25.99216129,-174.00473454,2016-09-20 22:21:00,2016,TRUE,NO,Random,15.084,15.03,27.8175,5.642762,35.2724,22.6591
HA1606_NWHI_LIS_SN4818_010,292745,7012,,LIS-4493,HA1606_NWHI,NWHI,Hawaiian Archipelago,LIS,Lisianski Island,25.99216129,-174.00473454,2016-09-20 22:21:00,2016,TRUE,NO,Random,16.09,15.99,27.8193,5.64317,35.2741,22.6601
HA1606_NWHI_LIS_SN4818_010,292746,7012,,LIS-4493,HA1606_NWHI,NWHI,Hawaiian Archipelago,LIS,Lisianski Island,25.99216129,-174.00473454,2016-09-20 22:21:00,2016,TRUE,NO,Random,17.095,17.131,27.8228,5.644151,35.2776,22.6615
HA1606_NWHI_FFS_SN4818_018,291839,7020,OCC-FFS-002,FFS-42,HA1606_NWHI,NWHI,Hawaiian Archipelago,FFS,French Frigate Shoals,23.87811061,-166.29095824,2016-09-25 20:38:00,2016,TRUE,NO,Permanent,1.006,1.01,28.0035,5.603976,34.8966,22.3163
HA1606_NWHI_FFS_SN4818_018,291840,7020,OCC-FFS-002,FFS-42,HA1606_NWHI,NWHI,Hawaiian Archipelago,FFS,French Frigate Shoals,23.87811061,-166.29095824,2016-09-25 20:38:00,2016,TRUE,NO,Permanent,2.011,1.843,27.9961,5.630219,35.0509,22.4339
HA1606_NWHI_FFS_SN4818_018,291841,7020,OCC-FFS-002,FFS-42,HA1606_NWHI,NWHI,Hawaiian Archipelago,FFS,French Frigate Shoals,23.87811061,-166.29095824,2016-09-25 20:38:00,2016,TRUE,NO,Permanent,3.016,2.954,27.9778,5.626102,35.032,22.4229
HA1606_NWHI_FFS_SN4818_018,291842,7020,OCC-FFS-002,FFS-42,HA1606_NWHI,NWHI,Hawaiian Archipelago,FFS,French Frigate Shoals,23.87811061,-166.29095824,2016-09-25 20:38:00,2016,TRUE,NO,Permanent,4.022,3.968,27.9562,5.624511,35.0394,22.4367
HA1606_NWHI_FFS_SN4818_018,291843,7020,OCC-FFS-002,FFS-42,HA1606_NWHI,NWHI,Hawaiian Archipelago,FFS,French Frigate Shoals,23.87811061,-166.29095824,2016-09-25 20:38:00,2016,TRUE,NO,Permanent,5.028,4.996,27.9503,5.624213,35.0445,22.4439
HA1606_NWHI_FFS_SN4818_018,291844,7020,OCC-FFS-002,FFS-42,HA1606_NWHI,NWHI,Hawaiian Archipelago,FFS,French Frigate Shoals,23.87811061,-166.29095824,2016-09-25 20:38:00,2016,TRUE,NO,Permanent,6.034,6.041,27.9487,5.624187,35.0458,22.4457
HA1606_NWHI_FFS_SN4818_018,291845,7020,OCC-FFS-002,FFS-42,HA1606_NWHI,NWHI,Hawaiian Archipelago,FFS,French Frigate Shoals,23.87811061,-166.29095824,2016-09-25 20:38:00,2016,TRUE,NO,Permanent,7.039,6.997,27.9479,5.624139,35.046,22.4462
HA1606_NWHI_FFS_SN4818_018,291846,7020,OCC-FFS-002,FFS-42,HA1606_NWHI,NWHI,Hawaiian Archipelago,FFS,French Frigate Shoals,23.87811061,-166.29095824,2016-09-25 20:38:00,2016,TRUE,NO,Permanent,8.045,7.98,27.9472,5.624108,35.046,22.4464
HA1606_NWHI_FFS_SN4818_018,291847,7020,OCC-FFS-002,FFS-42,HA1606_NWHI,NWHI,Hawaiian Archipelago,FFS,French Frigate Shoals,23.87811061,-166.29095824,2016-09-25 20:38:00,2016,TRUE,NO,Permanent,9.05,8.999,27.9467,5.624128,35.0462,22.4467
HA1606_NWHI_FFS_SN4818_018,291848,7020,OCC-FFS-002,FFS-42,HA1606_NWHI,NWHI,Hawaiian Archipelago,FFS,French Frigate Shoals,23.87811061,-166.29095824,2016-09-25 20:38:00,2016,TRUE,NO,Permanent,10.056,9.98,27.9455,5.624071,35.0462,22.4471
HA1606_NWHI_FFS_SN4818_018,291849,7020,OCC-FFS-002,FFS-42,HA1606_NWHI,NWHI,Hawaiian Archipelago,FFS,French Frigate Shoals,23.87811061,-166.29095824,2016-09-25 20:38:00,2016,TRUE,NO,Permanent,11.061,11.039,27.9445,5.624078,35.0468,22.4479
HA1606_NWHI_FFS_SN4818_018,291850,7020,OCC-FFS-002,FFS-42,HA1606_NWHI,NWHI,Hawaiian Archipelago,FFS,French Frigate Shoals,23.87811061,-166.29095824,2016-09-25 20:38:00,2016,TRUE,NO,Permanent,12.067,12.015,27.944,5.624044,35.0468,22.4481
HA1606_NWHI_FFS_SN4818_018,291851,7020,OCC-FFS-002,FFS-42,HA1606_NWHI,NWHI,Hawaiian Archipelago,FFS,French Frigate Shoals,23.87811061,-166.29095824,2016-09-25 20:38:00,2016,TRUE,NO,Permanent,13.073,12.991,27.9437,5.624014,35.0465,22.4479
HA1606_NWHI_FFS_SN4818_018,291852,7020,OCC-FFS-002,FFS-42,HA1606_NWHI,NWHI,Hawaiian Archipelago,FFS,French Frigate Shoals,23.87811061,-166.29095824,2016-09-25 20:38:00,2016,TRUE,NO,Permanent,14.078,14.033,27.9421,5.623962,35.0466,22.4484
